Full_date_start,Year_start,Month_start,Day_start,Full_date_end,Year_end,Month_end,Day_end,Country,Location,Type,Sub_Type,Name,Killed,Cost_dollars,Affected,Id
122006,2006,12,,25032007,2007,3,25,Sudan,"Central, Western and East",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,430,6516,,2006-0725
31973,1973,3,,31973,1973,3,,Bangladesh,,Flood,,,427,,,1973-0123
23121995,1995,12,23,23121995,1995,12,23,India,Dabwai (Haryana state),Miscellaneous accident,Fire,Rajiv palace,425,120,,1995-0307
81985,1985,8,,81985,1985,8,,China P Rep,"Ghizhou, Sichuan,  Hunan ",Flood,,,422,,350,1985-0088
8011996,1996,1,80,8011996,1996,1,80,Zaire/Congo Dem Rep,Kinshasa,Transport Accident,Air,Cargo Antonov-32,422,470,,1996-0007
30061997,1997,6,30,1081997,1997,8,10,China P Rep,"Guizhou, Guangdong, Cuang",Flood,General flood,,420,,1251.2,1997-0558
26061976,1976,6,26,26061976,1976,6,26,Indonesia,Wanena Region (Irian Jaya,Earthquake (seismic activity),Earthquake (ground shaking),,420,15000,,1976-0043
51954,1954,5,,51954,1954,5,,Japan,"Tohoku, Hokkaido",Storm,,,419,47049,,1954-0008
61949,1949,6,,61949,1949,6,,Japan,Western Japan,Storm,Tropical cyclone,Della,419,194046,,1949-0007
72003,2003,7,,72003,2003,7,,Czech Rep,,Extreme temperature,Heat wave,,418,,,2003-0391
51988,1988,5,,51988,1988,5,,India,"Northern, Western, Centra",Extreme temperature,Heat wave,,418,200,,1988-0183
21011960,1960,1,21,21011960,1960,1,21,South Africa,Coalbrook,Industrial Accident,Explosion,Mine,417,437,,1960-0009
4091995,1995,9,40,15091995,1995,9,15,Philippines,"South Cotabato, Sultan Ku",Flood,Flash flood,,416,24485,700.3,1995-0209
21101988,1988,10,21,21101988,1988,10,21,Philippines,"Tarlac, Southern Tagalog,",Storm,Tropical cyclone,Ruby (Unsang),416,3250208,240.5,1988-0480
6021991,1991,2,60,17021991,1991,2,17,Afghanistan,"Badakhstan, Baglan, Laghm",Flood,General flood,,415,108400,60,1991-0032
2121959,1959,12,21,2121959,1959,12,21,France,Malpaset (Frejus),Miscellaneous accident,Collapse,Dam,412,6000,,1959-0016
10082001,2001,8,10,12082001,2001,8,12,Iran Islam Rep,"Golestan, Khorassan, Semn",Flood,Flash flood,,412,1200200,78.8,2001-0453
21981,1981,2,,21981,1981,2,,Mali,,Epidemic,Bacterial Infectious Diseases,,412,4153,,1981-0028
111996,1996,11,,13031997,1997,3,13,Ghana,"Bawku East, Bolgatanga di",Epidemic,Bacterial Infectious Diseases,,411,3757,,1996-0210
5101954,1954,10,51,18101954,1954,10,18,Haiti,Southwestern,Storm,Tropical cyclone,Hazel,410,250000,,1954-0022
14091969,1969,9,14,14091969,1969,9,14,Korea Rep,"East, South coastal provi",Flood,,,408,227673,22.4,1969-0093
91935,1935,9,,91935,1935,9,,United States,Florida,Storm,Tropical cyclone,,408,,6,1935-0007
3021993,1993,2,30,22021993,1993,2,22,Iran Islam Rep,"Kerman, Boir, Kohkiloye, ",Flood,General flood,,407,484728,1000,1993-0004
41955,1955,4,,41955,1955,4,,Indonesia,,Mass movement wet,Landslide,,405,,,1955-0040
11999,1999,1,,5041999,1999,4,50,Guinea Bissau,"Oio, Batafa and Gabu Regi",Epidemic,Bacterial Infectious Diseases,,404,2169,,1999-0481
31071998,1998,7,31,10081998,1998,8,10,Korea Rep,"Kongsang, Cholla, Chiri, ",Flood,Flash flood,,403,121000,1480,1998-0219
31985,1985,3,,31985,1985,3,,Bangladesh,,Epidemic,,,400,,,1985-0038
29091995,1995,9,29,16101995,1995,10,16,Bangladesh,"Dinajpur, Panchagar, Rang",Flood,General flood,,400,1250000,175,1995-0243
20041986,1986,4,20,20041986,1986,4,20,Bangladesh,Near Munshiganj,Transport Accident,Water,,400,,,1986-0054
28031965,1965,3,28,28031965,1965,3,28,Chile,"Coquimbo, Santiago (Centr",Earthquake (seismic activity),Earthquake (ground shaking),,400,20350,125,1965-0016
31011906,1906,1,31,31011906,1906,1,31,Colombia,Tumako,Earthquake (seismic activity),Earthquake (ground shaking),,400,,,1906-0002
2101963,1963,10,21,2101963,1963,10,21,Dominican Rep,,Storm,Tropical cyclone,Flora,400,,60,1963-0027
51969,1969,5,,51969,1969,5,,Ecuador,Playas area,Epidemic,Viral Infectious Diseases,Equine encephalitis,400,40000,,1969-0068
8091997,1997,9,80,8091997,1997,9,80,Haiti,Anse-A-Galets,Transport Accident,Water,Bac 'La Fierte Gonavienne',400,,,1997-0396
111946,1946,11,,111946,1946,11,,India,,Earthquake (seismic activity),Earthquake (ground shaking),,400,,,1946-0023
91980,1980,9,,91980,1980,9,,India,Northern,Epidemic,Viral Infectious Diseases,Encephalitis,400,,,1980-0086
15122003,2003,12,15,12004,2004,1,,India,"Uttar Pradesh, Himachal P",Extreme temperature,Cold wave,,400,,,2003-0636
121982,1982,12,,121982,1982,12,,India,Northern,Extreme temperature,Cold wave,,400,,,1982-0129
121961,1961,12,,121961,1961,12,,India,,Extreme temperature,Cold wave,,400,,,1961-0055
61953,1953,6,,61953,1953,6,,India,,Extreme temperature,Heat wave,,400,,,1953-0042
22081997,1997,8,22,22081997,1997,8,22,India,Coastal districts of West,Flood,Storm surge/coastal flood,,400,,,1997-0182
91983,1983,9,,91983,1983,9,,India,,Flood,,,400,,,1983-0507
2091970,1970,9,20,2091970,1970,9,20,India,"Gujarat, Orissa states",Flood,,,400,,,1970-0105
12091995,1995,9,12,12091995,1995,9,12,India,Kulla (Himachal Pradesh),Mass movement wet,Landslide,,400,1100000,,1995-0202
26111952,1952,11,26,26111952,1952,11,26,India,"Tanjore, Tiruchi",Storm,Tropical cyclone,,400,1000000,,1952-0011
19071984,1984,7,19,19071984,1984,7,19,India,West coast,Transport Accident,Water,,400,,,1984-0064
4021907,1907,2,40,4021907,1907,2,40,Indonesia,Aceh coast (North Sumatra,Earthquake (seismic activity),Tsunami,,400,,,1907-0005
30122006,2006,12,30,31122006,2006,12,31,Indonesia,Around Mandalika Isl. (Ne,Transport Accident,Water,Ferry 'Senopati Nusantara',400,250,,2006-0696
1947,1947,,,1947,1947,,,Iran Islam Rep,Khuracan,Earthquake (seismic activity),Earthquake (ground shaking),,400,,,1947-0001
41991,1991,4,,41991,1991,4,,Nigeria,Ika Area (Bendel State),Epidemic,Viral Infectious Diseases,Yellow fever,400,1200,,1991-0348
1041955,1955,4,10,1041955,1955,4,10,Philippines,"Mindanao, Lanao, Ozamis c",Earthquake (seismic activity),Earthquake (ground shaking),,400,2000,,1955-0002
5121988,1988,12,51,5121988,1988,12,51,Philippines,San Bernardino detroit,Transport Accident,Water,Boat 'Rosalia',400,,,1988-0526
61984,1984,6,,61984,1984,6,,Soviet Union,Northeast  Moscow,Storm,Local storm,,400,,,1984-0052
5061983,1983,6,50,5061983,1983,6,50,Soviet Union,Near Ulyanovsk,Transport Accident,Water,,400,,,1983-0084
11971,1971,1,,11971,1971,1,,Spain,,Extreme temperature,Cold wave,,400,,100,1971-0010
1972,1972,,,1972,1972,,,United States,West Virginia,Mass movement wet,Landslide,,400,,,1972-0011
12031928,1928,3,12,12031928,1928,3,12,United States,Saint Francis (California,Miscellaneous accident,Collapse,Dam,400,,,1928-0004
121964,1964,12,,121964,1964,12,,Viet Nam,,Flood,,,400,,,1964-0102
6071987,1987,7,60,6071987,1987,7,60,Zambia,Luapula river,Transport Accident,Water,Boat 'Maria',400,,,1987-0125
6062005,2005,6,60,22112005,2005,11,22,Guinea Bissau,"Bissau, Biombo, Cacheu, O",Epidemic,Bacterial Infectious Diseases,Cholera,399,25111,,2005-0373
31081986,1986,8,31,31081986,1986,8,31,Soviet Union,Black Sea,Transport Accident,Water,Paquebot  'Amiral Nachimov',398,,,1986-0107
71987,1987,7,,71987,1987,7,,Zaire/Congo Dem Rep,Luapula,Transport Accident,Water,Bac 'Maria',398,,,1987-0122
71978,1978,7,,71978,1978,7,,Pakistan,,Flood,,,393,2246000,,1978-0086
1999,1999,,,61999,1999,6,,Zambia,Lusaku district (Central,Epidemic,,Cholera,393,11327,,1999-0719
14011985,1985,1,14,14011985,1985,1,14,Ethiopia,Awash,Transport Accident,Rail,,392,500,,1985-0019
71980,1980,7,,71980,1980,7,,India,Madhya Pradesh,Epidemic,Bacterial Infectious Diseases,Cholera,390,,,1980-0061
1082004,2004,8,10,1082004,2004,8,10,Paraguay,Asuncion,Miscellaneous accident,Explosion,Supermarket 'Ycua Bolanos',390,300,,2004-0380
42000,2000,4,,42000,2000,4,,Somalia,Gedo region,Epidemic,,Acute watery diarrhoeal syndrome,390,,,2000-0221
26061957,1957,6,26,26061957,1957,6,26,United States,Gulf Coast,Storm,Tropical cyclone,Audrey,390,,150,1957-0006
91944,1944,9,,91944,1944,9,,United States,East coast,Storm,Tropical cyclone,,390,,100,1944-0009
21101996,1996,10,21,25101996,1996,10,25,India,"Tamil Nadu, Andhra Prades",Flood,General flood,,388,100000,90.4,1996-0245
26101998,1998,10,26,26101998,1998,10,26,Guatemala,,Storm,Tropical cyclone,Mitch,384,105700,748,1998-0371
21081988,1988,8,21,21081988,1988,8,21,India,"Dharbhanga, Madhubani, Sa",Earthquake (seismic activity),Earthquake (ground shaking),,382,20003766,71.5,1988-0382
3122005,2005,12,31,3052006,2006,5,30,Sudan,"Twic, Wau, Tanj, Gogerial",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,382,3436,,2005-0762
30041990,1990,4,30,6061990,1990,6,60,Mexico,North,Extreme temperature,Heat wave,,380,,,1990-0356
62003,2003,6,,8062003,2003,6,80,Zaire/Congo Dem Rep,"Sud Kivu, Katanga, Kasai ",Epidemic,Bacterial Infectious Diseases,Cholera,380,13072,,2003-0264
61996,1996,6,,61996,1996,6,,Cameroon,"Kolofata, Kousseri, Fotok",Epidemic,Bacterial Infectious Diseases,Cholera,378,2825,,1996-0214
20022002,2002,2,20,20022002,2002,2,20,Egypt,Near Al Ayatt,Transport Accident,Rail,,377,200,,2002-0108
21081978,1978,8,21,21081978,1978,8,21,Iran Islam Rep,,Miscellaneous accident,Fire,Cinema,377,220,,1978-0108
81953,1953,8,,81953,1953,8,,Japan,,Flood,,,377,,,1953-0051
31101993,1993,10,31,3111993,1993,11,31,Honduras,"Yoro, Colon, Atlantida pr",Flood,Flash flood,,374,15000,56.7,1993-0084
11011966,1966,1,11,11011966,1966,1,11,Brazil,"Rio, Guanabara",Flood,,,373,53581,51,1966-0017
28121975,1975,12,28,28121975,1975,12,28,India,Dbanbad (Bihar),Industrial Accident,Explosion,Mine,372,,,1975-0062
23101998,1998,10,23,28021999,1999,2,28,Senegal,"Kaolack, Fatick and Kolda",Epidemic,Bacterial Infectious Diseases,,372,2709,,1998-0138
8101990,1990,10,81,8101990,1990,10,81,Bangladesh,Chittagong,Storm,Tropical cyclone,Ofa,370,13870,,1990-0576
27081993,1993,8,27,27081993,1993,8,27,China P Rep,Conghe county (Hainan Tib,Miscellaneous accident,Collapse,Dam,370,33136,26,1993-0072
1021993,1993,2,10,8021993,1993,2,80,Iran Islam Rep,"Hormusgan, Bandar, Abbas,",Flood,,,370,2000,209,1993-0585
17092003,2003,9,17,1122003,2003,12,11,Zaire/Congo Dem Rep,Mbuji-Mayi (Kasai Orienta,Epidemic,Bacterial Infectious Diseases,Cholera,369,7145,,2003-0572
61987,1987,6,,1987,1987,,,Ethiopia,"Ogaden, Eritrea, Tigray, ",Drought,Drought,,367,7000000,,1987-9014
72007,2007,7,,72007,2007,7,,Indonesia,,Epidemic,Viral Infectious Diseases,Dengue,365,34542,,2007-0274
13082006,2006,8,13,11092006,2006,9,11,Ethiopia,"Amorate, Gangato villages",Flood,General flood,,364,8000,,2006-0438
11983,1983,1,,11983,1983,1,,Peru,"Piura, Tumbes",Mass movement wet,Landslide,,364,700000,988.8,1983-0005
5061990,1990,6,50,2071990,1990,7,20,China P Rep,Hunan province,Flood,General flood,,363,26130805,592,1990-0024
7032004,2004,3,70,12032004,2004,3,12,Madagascar,"Antalaha, Maroantsetra, M",Storm,Tropical cyclone,Galifo,363,988139,250,2004-0103
18101999,1999,10,18,18101999,1999,10,18,Indonesia,Merauke (Irian Jaya Provi,Transport Accident,Water,KM Bismas Raya II,361,,,1999-0646
71958,1958,7,,71958,1958,7,,Argentina,,Flood,,,360,,,1958-0036
1908,1908,,,1908,1908,,,Germany,Radbod,Industrial Accident,Other,Mine,360,,,1908-0001
111996,1996,11,,11041997,1997,4,11,Togo,"Dapaong, Savanes district",Epidemic,Bacterial Infectious Diseases,,360,2619,,1996-0210
21121992,1992,12,21,21121992,1992,12,21,Cuba,,Transport Accident,Water,,359,,,1992-0436
61961,1961,6,,61961,1961,6,,Japan,Entire Nation except Hokk,Flood,,,357,1302249,,1961-0006
15041992,1992,4,15,15041992,1992,4,15,Guinea,Guf of Guinea,Transport Accident,Water,Ferry,356,,,1992-0260
28091965,1965,9,28,28091965,1965,9,28,Philippines,,Volcano,Volcanic eruption,Mt. Taal,355,58785,10,1965-0058
27031995,1995,3,27,27031995,1995,3,27,Afghanistan,Kurluk Zir Kutal (Daraim,Mass movement wet,Landslide,,354,174,,1995-0050
4101996,1996,10,41,28111996,1996,11,28,India,New Delhi,Epidemic,Viral Infectious Diseases,Dengue fever,354,8423,,1996-0223
7041977,1977,4,70,7041977,1977,4,70,Iran Islam Rep,Shahr Kord,Earthquake (seismic activity),Earthquake (ground shaking),,352,400000,,1977-0057
121985,1985,12,,121985,1985,12,,Sierra Leone,"Kambia, Port Loko, Tonkol",Epidemic,Bacterial Infectious Diseases,Cholera,352,3000,,1985-0135
12111996,1996,11,12,12111996,1996,11,12,India,Near Delhi,Transport Accident,Air,Boeing 747,351,,36,1996-0263
31995,1995,3,,31995,1995,3,,Bangladesh,"Sunamganj, Chittagong and",Epidemic,Parasitic Infectious Diseases,,350,20000,,1995-0407
11011966,1966,1,11,11011966,1966,1,11,Brazil,Rio de Janeiro,Mass movement wet,Landslide,,350,4000000,0.027,1966-0019
31991,1991,3,,31991,1991,3,,Colombia,"Narino, Cauca, Valle depa",Epidemic,Bacterial Infectious Diseases,Cholera,350,14137,,1991-0137
28072006,2006,7,28,12092006,2006,9,12,India,"Andhra Pradesh, Gujarat, ",Flood,General flood,,350,4000065,3390,2006-0417
71975,1975,7,,71975,1975,7,,India,"Northwest, Bihar",Flood,,,350,34000000,714.259,1975-0037
91952,1952,9,,91952,1952,9,,India,,Storm,,,350,,,1952-0025
20081995,1995,8,20,20081995,1995,8,20,India,Firozabad,Transport Accident,Rail,,350,400,,1995-0184
19102001,2001,10,19,19102001,2001,10,19,Indonesia,Au large de Java,Transport Accident,Water,,350,44,,2001-0586
14111979,1979,11,14,14111979,1979,11,14,Iran Islam Rep,Khorasan province,Earthquake (seismic activity),Earthquake (ground shaking),,350,15000,,1979-0103
3111956,1956,11,31,3111956,1956,11,31,Iran Islam Rep,Laristan,Earthquake (seismic activity),Earthquake (ground shaking),,350,,,1956-0002
15081970,1970,8,15,15081970,1970,8,15,Nepal,South,Flood,,,350,20000,,1970-0040
91999,1999,9,,91999,1999,9,,Nigeria,Borno State,Epidemic,,Acute watery diarrhoeal syndrome,350,1650,,1999-0497
24051964,1964,5,24,24051964,1964,5,24,Peru,Lima,Miscellaneous accident,Other,Stadium,350,500,,1964-0099
1909,1909,,,1909,1909,,,United States,Grand Isle (Lousiana),Storm,Tropical cyclone,,350,,,1909-0003
16112002,2002,11,16,3062003,2003,6,30,China P Rep,"Guangdong, Beijing, Shanx",Epidemic,Viral Infectious Diseases,Acute respiratory syndrome (SARS),349,4978,,2002-0858
11072000,2000,7,11,10082000,2000,8,10,Cambodia,"Stung Treng, Kratie, Koh ",Flood,General flood,,347,3448053,160,2000-0438
20091998,1998,9,20,30091998,1998,9,30,Dominican Rep,"La Romana, La Altagracia,",Storm,Tropical cyclone,Georges,347,975595,1981.5,1998-0295
21962,1962,2,,21962,1962,2,,Germany Fed Rep,"Hamburg, North Sea",Storm,Local storm,,347,,600,1962-0003
7071967,1967,7,70,7071967,1967,7,70,Japan,Central,Flood,,,347,,20,1967-0043
3031974,1974,3,30,3031974,1974,3,30,France,Ermenonville (Oise),Transport Accident,Air,DC-10,346,,,1974-0016
72003,2003,7,,82003,2003,8,,Austria,,Extreme temperature,Heat wave,,345,,280,2003-0391
23071982,1982,7,23,23071982,1982,7,23,Japan,Nagasaki,Flood,,,345,27347,32,1982-0086
11012006,2006,1,11,11012006,2006,1,11,Saudi Arabia,"Minna, Mecca",Miscellaneous accident,Other,Mina,345,200,,2006-0018
23101918,1918,10,23,23101918,1918,10,23,Canada,"West Coast, British Colum",Transport Accident,Water,Boat 'Princess Sophia',343,,,1918-0013
18022001,2001,2,18,30032001,2001,3,30,Central African Rep,Paoua,Epidemic,Bacterial Infectious Diseases,Meningococcal disease,343,1473,,2001-0120
13061991,1991,6,13,13061991,1991,6,13,Ecuador,"Azuay, Chimborazo, El Oro",Epidemic,Bacterial Infectious Diseases,Cholera,343,15131,,1991-0138
22041997,1997,4,22,22041997,1997,4,22,Saudi Arabia,Mecca xity,Miscellaneous accident,Fire,,343,1500,,1997-0084
30011993,1993,1,30,30011993,1993,1,30,Kenya,"Darajani, Ngailithia",Transport Accident,Rail,,340,,,1993-0112
32001,2001,3,,32001,2001,3,,Nigeria,"Enugu, Niger, Katsina, Ka",Epidemic,Bacterial Infectious Diseases,Acute Neurological Syndrome,340,,,2001-0141
26101978,1978,10,26,26101978,1978,10,26,Philippines,"Central Luzon, Manilla",Storm,Tropical cyclone,Rita (Kading),340,1500749,115,1978-0126
20101982,1982,10,20,20101982,1982,10,20,Soviet Union,Moscow,Miscellaneous accident,Collapse,Luzhniki Stadium,340,,,1982-0243
101981,1981,10,,101981,1981,10,,Spain,Madrid,Industrial Accident,Poisoning,Oil,340,20000,,1981-0175
7072003,2003,7,70,15082003,2003,8,15,Peru,"Ayacucho, Huancavelica, T",Extreme temperature,Cold wave,,339,1839888,,2003-0339
20011996,1996,1,20,20011996,1996,1,20,Indonesia,Weh,Transport Accident,Water,Ferry 'Gurita',338,,,1996-0333
2081976,1976,8,20,2081976,1976,8,20,Pakistan,"Punjab, Sind, North West ",Flood,,,338,5566000,505,1976-0052
13061996,1996,6,13,25061996,1996,6,25,Yemen,"Shabwa, Mareb, Hadhramout",Flood,General flood,,338,238210,1200,1996-0134
28111995,1995,11,28,28111995,1995,11,28,Azerbaijan,Baku,Transport Accident,Rail,Metro,337,270,,1995-0285
25011982,1982,1,25,25011982,1982,1,25,Peru,"Huallaga, Cuzco",Flood,Flash flood,,332,25000,,1982-0025
21101998,1998,10,21,21101998,1998,10,21,Philippines,Albay,Storm,Tropical cyclone,Babs (Loleng),332,3902424,71,1998-0314
102001,2001,10,,102001,2001,10,,Russia,"Moscou, Saint-Petersbourg",Extreme temperature,Cold wave,,332,174,,2001-0579
51948,1948,5,,51948,1948,5,,China P Rep,,Flood,,,330,,,1948-0020
13102004,2004,10,13,6092005,2005,9,60,Angola,"Uige, Luanda, Cabinda, Ma",Epidemic,Viral Infectious Diseases,Marburg virus disease,329,45,,2004-0737
11991,1991,1,,11991,1991,1,,Bolivia,,Epidemic,Bacterial Infectious Diseases,Cholera,329,17665,,1991-0694
62005,2005,6,,62005,2005,6,,India,"Uttar Pradesh, Bihar, Ben",Extreme temperature,Heat wave,,329,,,2005-0323
23061985,1985,6,23,23061985,1985,6,23,Ireland,,Transport Accident,Air,,329,,,1985-0073
19071985,1985,7,19,19071985,1985,7,19,Italy,Cavalese-Stava (Dolomite,Miscellaneous accident,Collapse,Dam,329,30,15,1985-0081
11984,1984,1,,11984,1984,1,,United States,Montana,Storm,,,328,,1000,1984-0377
11121994,1994,12,11,11121994,1994,12,11,China P Rep,Karamay (Xinjiang Provin,Miscellaneous accident,Fire,Cinema,325,223,,1994-0590
11071999,1999,7,11,3081999,1999,8,30,India,"Assam, Bihar, Gujarat, Ka",Flood,General flood,,325,5500000,,1999-0213
101960,1960,10,,101960,1960,10,,Nicaragua,,Flood,,,325,,,1960-0060
30051989,1989,5,30,30051989,1989,5,30,Sri Lanka,"Colombo, Gampaha, Kegalle",Flood,General flood,,325,501000,35,1989-0021
22051967,1967,5,22,22051967,1967,5,22,Belgium,Bruxelles,Miscellaneous accident,Fire,Shop 'Innovation',323,150,20,1967-0037
17121961,1961,12,17,17121961,1961,12,17,Brazil,Niteroi,Miscellaneous accident,Fire,,323,1900,,1961-0015
15071965,1965,7,15,15071965,1965,7,15,Korea Rep,Nationwide,Flood,,,323,344459,36.5,1965-0043
17081969,1969,8,17,17081969,1969,8,17,United States,"Mississippi, Louisiana, V",Storm,Tropical cyclone,Camille,323,,1420,1969-0087
2041974,1974,4,20,2041974,1974,4,20,United States,Central,Storm,Local storm,,322,,1000,1974-0019
2012001,2001,1,20,8042001,2001,4,80,Niger,"Gaya, Madoua districts, D",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,321,3693,,2001-0126
21021963,1963,2,21,21021963,1963,2,21,Libyan Arab Jamah,El Marj (Barce),Earthquake (seismic activity),Earthquake (ground shaking),,320,,5,1963-0001
21996,1996,2,,15031996,1996,3,15,Mali,Dioila and Bamako Distric,Epidemic,Bacterial Infectious Diseases,Meningococcal meningitis,319,2028,,1996-0489
1011970,1970,1,10,1011970,1970,1,10,Niger,,Epidemic,Bacterial Infectious Diseases,,319,2677,,1970-0003
12041930,1930,4,12,12041930,1930,4,12,United States,Columbus (Ohio),Miscellaneous accident,Fire,State prison,317,,,1930-0014
14031969,1969,3,14,14031969,1969,3,14,Brazil,North East,Flood,Flash flood,,316,38305,5.77,1969-0057
11071994,1994,7,11,16091994,1994,9,16,Pakistan,"Murree, Risalpur, Karachi",Flood,General flood,,316,840016,92,1994-0075
13022001,2001,2,13,13022001,2001,2,13,El Salvador,"La Paz, Cuscatlan, San Vi",Earthquake (seismic activity),Earthquake (ground shaking),,315,256021,348.5,2001-0042
2071993,1993,7,20,2071993,1993,7,20,Philippines,Bocaue (Bulacan province),Transport Accident,Water,,315,,,1993-0293
17091966,1966,9,17,17091966,1966,9,17,Japan,Ryukyu Islands,Storm,Tropical cyclone,Alice & Cora,314,13805,7.9,1966-0065
6021999,1999,2,60,6021999,1999,2,60,Indonesia,Tambelan (Born‰ö_å©o),Transport Accident,Water,Arta Rimba,313,,,1999-0666
12001,2001,1,,31052001,2001,5,31,Ethiopia,"Amhara, Gambella, Somali,",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,311,5955,,2001-0643
112000,2000,11,,112000,2000,11,,Ethiopia,"Amhara, Gambella, Somali,",Epidemic,Bacterial Infectious Diseases,Meningococcal disease,311,5929,,2000-0879
24061994,1994,6,24,24061994,1994,6,24,Guinea,Conakry,Epidemic,Bacterial Infectious Diseases,Cholera,311,24000,,1994-0621
6121993,1993,12,61,6121993,1993,12,61,Philippines,"Catanduanes, Camarines Su",Storm,Tropical cyclone,Lola (Monang) and Manny (Naning),311,1159802,50,1993-0087
25041974,1974,4,25,25041974,1974,4,25,Peru,Mayunmarca,Mass movement wet,Landslide,,310,13500,21.7,1974-0022
15082001,2001,8,15,19112001,2001,11,19,Viet Nam,"Long An, Dong Thap, An Gi",Flood,General flood,,310,1570270,84,2001-0492
4091994,1994,9,40,18121994,1994,12,18,Viet Nam,"Dong Thap, An Giang, Long",Flood,General flood,,310,382000,206,1994-0341
